0,0.025119,-0.11083,0.45153
0.0079489,0.025119,-0.11083,0.45153
0.016212,0.025119,-0.11083,0.45153
0.02383,0.025119,-0.11083,0.45153
0.031897,0.025119,-0.11083,0.45153
0.039951,0.025119,-0.11083,0.45153
0.047938,0.025119,-0.11083,0.45153
0.055902,0.025119,-0.11083,0.45153
0.063926,0.025119,-0.11083,0.45153
0.07194,0.025119,-0.11083,0.45153
0.079929,0.025119,-0.11083,0.45153
0.088809,0.025119,-0.11083,0.45153
0.095951,0.025119,-0.11083,0.45153
0.10403,0.025119,-0.11083,0.45153
0.11201,0.025119,-0.11083,0.45153
0.1201,0.025119,-0.11083,0.45153
0.12812,0.025119,-0.11083,0.45153
0.13592,0.025119,-0.11083,0.45153
0.1439,0.025119,-0.11083,0.45153
0.15194,0.025119,-0.11083,0.45153
0.15997,0.025119,-0.11083,0.45153
0.16806,0.025119,-0.11083,0.45153
0.17596,0.025119,-0.11083,0.45153
0.18404,0.025119,-0.11083,0.45153
0.19198,0.02512,-0.11083,0.45153
0.20005,0.02512,-0.11083,0.45153
0.20798,0.02512,-0.11083,0.45153
0.21607,0.02512,-0.11083,0.45153
0.22388,0.02512,-0.11083,0.45153
0.23206,0.02512,-0.11083,0.45153
0.23996,0.02512,-0.11083,0.45153
0.24791,0.02512,-0.11083,0.45153
0.25597,0.02512,-0.11083,0.45153
0.26409,0.02512,-0.11083,0.45153
0.2721,0.02512,-0.11083,0.45153
0.27994,0.02512,-0.11083,0.45153
0.28801,0.02512,-0.11083,0.45153
0.29612,0.02512,-0.11083,0.45153
0.30413,0.02512,-0.11083,0.45153
0.31194,0.02512,-0.11083,0.45153
0.32004,0.02512,-0.11083,0.45153
0.32805,0.02512,-0.11083,0.45153
0.33596,0.02512,-0.11083,0.45153
0.34389,0.02512,-0.11083,0.45153
0.35198,0.02512,-0.11083,0.45153
0.36027,0.02512,-0.11083,0.45153
0.36804,0.02512,-0.11083,0.45153
0.37598,0.02512,-0.11083,0.45153
0.38396,0.02512,-0.11083,0.45153
0.39197,0.02512,-0.11083,0.45153
0.39997,0.02512,-0.11083,0.45153
0.40791,0.02512,-0.11083,0.45153
0.41596,0.02512,-0.11083,0.45153
0.42399,0.02512,-0.11083,0.45153
0.43196,0.02512,-0.11083,0.45153
0.44,0.02512,-0.11083,0.45153
0.44797,0.02512,-0.11083,0.45153
0.45605,0.02512,-0.11083,0.45153
0.46394,0.02512,-0.11083,0.45153
0.47194,0.02512,-0.11083,0.45153
0.48091,0.02512,-0.11083,0.45153
0.4884,0.02512,-0.11083,0.45153
0.49596,0.02512,-0.11083,0.45153
0.504,0.02512,-0.11083,0.45153
0.51197,0.02512,-0.11083,0.45153
0.52,0.02512,-0.11083,0.45153
0.52798,0.02512,-0.11083,0.45153
0.53605,0.02512,-0.11083,0.45153
0.54397,0.02512,-0.11083,0.45153
0.55199,0.02512,-0.11083,0.45153
0.56009,0.02512,-0.11083,0.45153
0.56799,0.02512,-0.11083,0.45153
0.57595,0.02512,-0.11083,0.45153
0.584,0.02512,-0.11083,0.45153
0.59197,0.02512,-0.11083,0.45153
0.60006,0.02512,-0.11083,0.45153
0.60794,0.02512,-0.11083,0.45153
0.61604,0.025121,-0.11083,0.45153
0.62389,0.025121,-0.11083,0.45153
0.63195,0.025121,-0.11083,0.45153
0.64028,0.025121,-0.11083,0.45153
0.64798,0.025121,-0.11083,0.45153
0.6561,0.025121,-0.11083,0.45153
0.66398,0.025121,-0.11083,0.45153
0.67201,0.025121,-0.11083,0.45153
0.67996,0.025121,-0.11083,0.45153
0.688,0.025121,-0.11083,0.45153
0.69601,0.025121,-0.11083,0.45153
0.70394,0.025121,-0.11083,0.45153
0.71192,0.025121,-0.11083,0.45153
0.72003,0.025121,-0.11083,0.45153
0.72796,0.025121,-0.11083,0.45153
0.73601,0.025121,-0.11083,0.45153
0.74395,0.025121,-0.11083,0.45153
0.75205,0.025121,-0.11083,0.45153
0.76003,0.025121,-0.11083,0.45153
0.76809,0.025121,-0.11083,0.45153
0.77609,0.025121,-0.11083,0.45153
0.78402,0.025121,-0.11083,0.45153
0.79198,0.025121,-0.11083,0.45153
0.80006,0.025121,-0.11083,0.45153
0.80802,0.025121,-0.11083,0.45153
0.81589,0.025121,-0.11083,0.45153
0.82391,0.025121,-0.11083,0.45153
0.83201,0.025121,-0.11083,0.45153
0.83999,0.025121,-0.11083,0.45153
0.84797,0.025121,-0.11083,0.45153
0.85601,0.025121,-0.11083,0.45153
0.86395,0.025121,-0.11083,0.45153
0.87192,0.025121,-0.11083,0.45153
0.88009,0.025121,-0.11083,0.45153
0.88799,0.025121,-0.11083,0.45153
0.89604,0.025121,-0.11083,0.45153
0.90393,0.025121,-0.11083,0.45153
0.91203,0.025121,-0.11083,0.45153
0.92006,0.025121,-0.11083,0.45153
0.92801,0.025121,-0.11083,0.45153
0.93601,0.025121,-0.11083,0.45153
0.94395,0.025121,-0.11083,0.45153
0.95195,0.025121,-0.11083,0.45153
0.96,0.025121,-0.11083,0.45153
0.96801,0.025121,-0.11083,0.45153
0.97639,0.025121,-0.11083,0.45153
0.98392,0.025121,-0.11083,0.45153
0.99184,0.025121,-0.11083,0.45153
0.99993,0.025122,-0.11083,0.45153
1.0079,0.025122,-0.11083,0.45153
1.0159,0.025122,-0.11083,0.45153
1.024,0.025122,-0.11083,0.45153
1.0319,0.025122,-0.11083,0.45153
1.04,0.025122,-0.11083,0.45153
1.0479,0.025122,-0.11083,0.45153
1.0559,0.025122,-0.11083,0.45152
1.0639,0.025122,-0.11083,0.45152
1.072,0.025122,-0.11083,0.45152
1.0802,0.025122,-0.11083,0.45152
1.088,0.025122,-0.11083,0.45152
1.0959,0.025122,-0.11083,0.45152
1.104,0.025122,-0.11083,0.45152
1.1119,0.025122,-0.11083,0.45152
1.12,0.025122,-0.11083,0.45152
1.128,0.025122,-0.11083,0.45152
1.136,0.025122,-0.11083,0.45152
1.1439,0.025122,-0.11083,0.45152
1.152,0.025122,-0.11083,0.45152
1.1601,0.025122,-0.11083,0.45152
1.1681,0.025122,-0.11083,0.45152
1.1759,0.025122,-0.11083,0.45152
1.184,0.025122,-0.11083,0.45152
1.192,0.025122,-0.11083,0.45152
1.2001,0.025122,-0.11083,0.45152
1.2079,0.025122,-0.11083,0.45152
1.216,0.025122,-0.11083,0.45152
1.224,0.025122,-0.11083,0.45152
1.2321,0.025122,-0.11083,0.45152
1.24,0.025122,-0.11083,0.45152
1.2479,0.025122,-0.11083,0.45152
1.256,0.025122,-0.11083,0.45152
1.2639,0.025122,-0.11083,0.45152
1.272,0.025122,-0.11083,0.45152
1.28,0.025122,-0.11083,0.45152
1.288,0.025122,-0.11083,0.45152
1.2959,0.025122,-0.11083,0.45152
1.304,0.025122,-0.11083,0.45152
1.312,0.025122,-0.11083,0.45152
1.32,0.025122,-0.11083,0.45152
1.3281,0.025122,-0.11083,0.45152
1.3361,0.025122,-0.11083,0.45152
1.3438,0.025122,-0.11083,0.45152
1.352,0.025122,-0.11083,0.45152
1.36,0.025122,-0.11083,0.45152
1.368,0.025122,-0.11083,0.45152
1.376,0.025122,-0.11083,0.45152
1.3842,0.025122,-0.11083,0.45152
1.392,0.025122,-0.11083,0.45152
1.4,0.025122,-0.11083,0.45152
1.4079,0.025122,-0.11083,0.45152
1.416,0.025122,-0.11083,0.45152
1.424,0.025122,-0.11083,0.45152
1.432,0.025123,-0.11083,0.45152
1.4399,0.025123,-0.11083,0.45152
1.4495,0.025123,-0.11083,0.45152
1.456,0.025123,-0.11083,0.45152
1.464,0.025123,-0.11083,0.45152
1.4719,0.025123,-0.11083,0.45152
1.48,0.025123,-0.11083,0.45152
1.4879,0.025123,-0.11083,0.45152
1.496,0.025123,-0.11083,0.45152
1.504,0.025123,-0.11083,0.45152
1.512,0.025123,-0.11083,0.45152
1.5201,0.025123,-0.11083,0.45152
1.528,0.025123,-0.11083,0.45152
1.536,0.025123,-0.11083,0.45152
1.5439,0.025123,-0.11083,0.45152
1.552,0.025123,-0.11083,0.45152
1.5599,0.025123,-0.11083,0.45152
1.5679,0.025123,-0.11083,0.45152
1.5777,0.025123,-0.11083,0.45152
1.584,0.025123,-0.11083,0.45152
1.5919,0.025123,-0.11083,0.45152
1.6,0.025123,-0.11083,0.45152
1.6079,0.025123,-0.11083,0.45152
1.616,0.025123,-0.11083,0.45152
1.6239,0.025123,-0.11083,0.45152
1.632,0.025123,-0.11083,0.45152
1.64,0.025123,-0.11083,0.45152
1.6479,0.025123,-0.11083,0.45152
1.6561,0.025123,-0.11083,0.45152
1.6639,0.025123,-0.11083,0.45152
1.672,0.025123,-0.11083,0.45152
1.6799,0.025123,-0.11083,0.45152
1.6881,0.025123,-0.11083,0.45152
1.6961,0.025123,-0.11083,0.45152
1.704,0.025123,-0.11083,0.45152
1.712,0.025123,-0.11083,0.45152
1.7201,0.025123,-0.11083,0.45152
1.7279,0.025123,-0.11083,0.45152
1.7368,0.025123,-0.11083,0.45152
1.7439,0.025123,-0.11083,0.45152
1.752,0.025123,-0.11083,0.45152
1.7602,0.025123,-0.11083,0.45152
1.7679,0.025123,-0.11083,0.45152
1.776,0.025123,-0.11083,0.45152
1.784,0.025123,-0.11083,0.45152
1.792,0.025123,-0.11083,0.45152
1.8019,0.025123,-0.11083,0.45152
1.8081,0.025123,-0.11083,0.45152
1.8159,0.025123,-0.11083,0.45152
1.824,0.025123,-0.11083,0.45152
1.8319,0.025123,-0.11083,0.45152
1.84,0.025123,-0.11083,0.45152
1.8479,0.025123,-0.11083,0.45152
1.856,0.025123,-0.11083,0.45152
1.8639,0.025123,-0.11083,0.45152
1.8721,0.025123,-0.11083,0.45152
1.8799,0.025123,-0.11083,0.45152
1.888,0.025123,-0.11083,0.45152
1.896,0.025124,-0.11083,0.45152
1.904,0.025124,-0.11083,0.45152
1.912,0.025124,-0.11083,0.45152
1.92,0.025124,-0.11083,0.45152
1.9287,0.025124,-0.11083,0.45152
1.9359,0.025124,-0.11083,0.45152
1.944,0.025124,-0.11083,0.45152
1.952,0.025124,-0.11083,0.45152
1.9601,0.025124,-0.11083,0.45152
1.968,0.025124,-0.11083,0.45152
1.976,0.025124,-0.11083,0.45152
1.9841,0.025124,-0.11083,0.45152
